session;created;modified;ended;expired;datenschutz;tfe_tfe_01;tfe_tfe_02;tfe_tfe_03;tfe_tfe_04;tfe_tfe_05;tfe_tfe_06;tfe_tfe_07;tfe_tfe_08;tfe_tfe_09;tfe_tfe_10;tfe_tfe_11;tfe_tfe_12;tfe_did_01;tfe_did_02;tfe_did_03;tfe_did_04;tfe_did_05;tfe_did_06;tfe_did_07;tfe_did_08;tfe_did_09;tfe_did_10;tfo_tfo_01;tfo_tfo_02;tfo_tfo_03;tfo_tfo_04;tfo_tfo_05;tfo_tfo_06;tfo_tfo_07;tfo_tfo_08;tfo_tfo_09;tfo_sel_01;tfo_sel_02;tfo_sel_03;tfo_sel_04;tfo_sel_05;tfo_sel_06;tfo_sel_07;tfo_sel_08;tfo_sel_09;tfo_enr_01;tfo_enr_02;tfo_enr_03;tfo_enr_04;tfo_enr_05;tfo_enr_06;tfo_enr_07;tfo_enr_08;tfo_enr_09;tfo_ada_01;tfo_ada_02;tfo_ada_03;tfo_ada_04;tfo_ada_05;tfo_ada_06;tfo_ada_07;tfo_ada_08;tfo_ada_09;rel_rel_01;rel_rel_02;rel_rel_03;rel_rel_04;rel_rel_05;rel_rel_06;rel_rel_07;rel_rel_08;rel_rel_09;standort;standort_other;semester;lehramt;lehramt_other;fach;fach_other
n_fBvOkTHC8nanPR2JKus6QpT3qvK2Y7zY1X0420Q3S2bhSKipMN6-k_WsB8Gfsm;04.04.2019 15:47;04.04.2019 15:59;04.04.2019 15:59;;1;1;5;3;4;2;1;3;2;2;3;2;3;3;;2;3;3;3;5;5;6;3;3;6;3;2;4;3;5;6;4;4;3;3;4;3;;3;3;2;5;5;6;5;6;3;4;5;3;3;4;5;3;4;4;5;3;4;4;3;5;3;2;5;5;4;5;6;;2;1;;27, 31;
AeXhSkj4ZMYuo7RhCZvS78wNv9ANJpYXQq2uq-XF0ST40aspA4kDoFDIDs1RXvJ6;04.04.2019 15:54;04.04.2019 16:10;04.04.2019 16:10;;1;2;3;2;3;2;1;5;1;2;2;3;2;3;4;4;;3;1;5;5;5;2;4;3;4;2;4;5;4;5;5;3;4;4;4;5;4;5;3;2;2;4;4;5;4;5;5;4;4;4;4;4;4;4;4;3;2;4;2;5;5;4;1;5;1;5;5;6;;4;5;;27, 37;
lbwQrte5pKrybCXTRY3_j6PHEiO5eGUA5x4QCfk1NmmlhqXAKh71CUpABm9t7gPf;04.04.2019 15:54;04.04.2019 15:54;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
n_fBvOkTHC8nanPR2JKus6QpT3qvK2Y7zY1X0420Q3S2bhSKipMN6-k_WsB8Gfsm;04.04.2019 15:59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jihjUy8ZToqUetmXAtVZV-BvQT1HIzT5ipJf9OoIMkflGCqvNUTtjOfNE5gO9viy;04.04.2019 16:00;04.04.2019 16:04;04.04.2019 16:04;;1;2;3;3;2;4;2;;4;4;4;3;2;3;2;3;2;3;4;6;4;2;5;5;3;3;6;1;3;2;4;5;5;2;6;4;5;2;4;3;5;5;4;3;3;;2;6;5;3;4;4;4;4;4;5;3;4;6;5;3;4;4;2;2;4;2;6;6;;4;3;;4, 42;
KTbKVb6w2nLMeut1HVLZdb9S9PMnfcGYI8Bae7ysPoH6dGfsJ2W2fcj8o8dMF1tX;04.04.2019 16:01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTrKSt2E3G7eaItjys98oNChV8k7oBQkMs8PEpJKFq3b2feRCS_RylBFOuQtTR7z;04.04.2019 16:03;04.04.2019 16:11;04.04.2019 16:11;;1;3;1;4;1;2;1;3;1;5;1;3;4;3;5;4;1;4;3;3;5;;1;2;2;4;1;3;1;;5;3;3;5;3;4;6;3;5;4;6;4;5;;6;;1;4;;4;3;4;4;4;3;4;6;2;5;5;;3;6;5;6;3;3;4;6;;2;1;;37;
jihjUy8ZToqUetmXAtVZV-BvQT1HIzT5ipJf9OoIMkflGCqvNUTtjOfNE5gO9viy;04.04.2019 16:05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
h8dWSrzNQ1IJggs6GGAliixWKX0tWz08_P5V8H3P2Xf17dD39fsXVj3fnWCsTV8p;04.04.2019 16:19;04.04.2019 16:19;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QlZS8F_GgaJoixn-JX68pAHrPEReryJfYfna5c2Zgs_6BjYz4cLkPI1DpjZbCsYH;04.04.2019 16:55;04.04.2019 17:08;04.04.2019 17:08;;1;4;2;4;4;2;2;1;2;2;1;3;3;4;3;3;5;3;2;2;3;3;3;3;5;4;2;5;4;5;5;6;3;3;3;2;2;3;4;2;2;5;6;6;6;3;4;5;5;4;5;4;5;3;4;3;5;4;5;4;3;6;5;2;6;2;4;5;6;;2;1;;31, 39;
Yyfz1EJYflOLKY_B9zY-jxXUlD2F-9BMN5HLmOFB0umhQHVVQxhA4TBDGA1-WFRh;04.04.2019 17:01;04.04.2019 19:17;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mxtjJzE7bQW8fJ75rQSpPxqKzAjETPDtas5xFJDoIbKMasHX3zoHeV0BVU347w5E;04.04.2019 17:01;04.04.2019 17:02;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
qgqM2bgNA3OleQtHRONE8kwSJylj4yI-Qzh6-R_A7rbtJNXMYNCa_jkWcFqSKI0w;04.04.2019 17:05;04.04.2019 17:08;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rBz4wXOmuic_zQ-7U2cfjXHAJFWcUzqBIoCMKVmB162LsHH94dM3CyaWMa8_r11p;04.04.2019 17:16;04.04.2019 17:16;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6YxSN-NMUZlw61CyPgYY47jp30A9yPTyZfnV1fBl9idT3TO1fujwCjz0Wu2oiBAQ;04.04.2019 17:44;04.04.2019 17:55;04.04.2019 17:55;;1;2;3;4;5;1;1;4;3;3;2;2;5;3;4;1;3;2;3;5;5;5;1;4;3;5;3;6;4;2;6;1;5;2;2;1;3;4;2;1;1;3;1;6;2;5;2;6;5;2;6;3;5;2;3;1;2;1;3;3;2;5;2;5;5;1;5;6;6;;2;1;;27, 31;
n0H8a-jYe-TetR82tXdZ_uRtIqVtWQSPAaE8gEU5ysMRbCLA1i6p1p9V7aMEn4Fv;04.04.2019 17:46;04.04.2019 17:47;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
g94AEW-nxfHEawyHBSCeo-RNCTxwa2TrhI4_fsiAxGxtLDE25e12wXg-TRBZUKxN;04.04.2019 17:50;08.04.2019 11:08;08.04.2019 11:08;;1;3;4;3;3;2;2;5;2;3;3;2;4;4;4;5;4;2;5;3;5;3;2;3;6;4;2;5;5;6;5;3;3;4;4;3;4;3;4;2;2;4;4;3;4;4;5;5;5;5;4;5;3;5;3;4;4;3;3;3;4;4;5;3;4;3;5;5;6;;2;5;;4, 42;
6YxSN-NMUZlw61CyPgYY47jp30A9yPTyZfnV1fBl9idT3TO1fujwCjz0Wu2oiBAQ;04.04.2019 17:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kTsc7R7us_tWLMIGdHJaUsC409qvLXHEDl-5huZ9tHpA_4i7iMLErj7wxbP-2IwP;04.04.2019 18:08;04.04.2019 18:10;;;1;;;;;;;;;;;;5;;;3;;;5;;;;;3;;;;;4;4;5;5;;5;;;4;;;;;;5;;;;;3;;;6;4;;5;;5;;;;;;;;;;;;;;;;;;;
nwO7QoHlCes0_HNmkd2n88sZssBAP098yaViJU4SxpwNff_t7qXKtyu1ZIzoQNMX;04.04.2019 18:23;04.04.2019 18:46;04.04.2019 18:46;;1;4;4;3;3;4;2;2;2;2;1;2;5;5;2;4;3;3;4;3;5;5;1;4;5;4;3;5;3;5;5;5;3;5;5;3;4;3;5;1;2;5;4;3;5;3;5;5;4;4;4;3;3;3;2;3;4;4;3;4;4;4;3;3;4;3;5;4;6;;4;7;;4, 42;
33g58HvQcQ90CgAlT3P6M44zOsN_6ZnBBNbef9_lfmJRjKJTmaxuUitBABcNKvIS;04.04.2019 18:36;07.04.2019 14:37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BsUQjqNsktYYNGR9tFy5IDKnd_SXJMF3BneJxqE9n_DL4andn-Lh3DqUVrMAAYjB;04.04.2019 18:40;04.04.2019 18:51;04.04.2019 18:51;;1;3;4;4;4;2;2;2;3;2;2;3;5;4;3;3;4;4;3;6;6;5;3;3;4;3;4;5;5;4;6;5;4;3;4;6;4;5;5;4;3;4;4;5;5;4;3;4;6;3;5;6;5;5;4;5;3;3;4;3;4;6;2;4;5;2;5;4;6;;2;1;;12;
gRUVXghEe8pfn_eH4_YHybFqHq0KjgU0cC8UF9kgnh7j1vWVGMwpbV5VzOWAPett;04.04.2019 18:47;04.04.2019 19:02;04.04.2019 19:02;;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;6;5;1;1;1;1;1;1;2;1;1;2;1;5;5;1;6;2;6;5;6;5;1;2;1;4;1;5;5;2;1;2;5;1;2;1;6;4;3;2;3;3;2;4;3;2;5;2;2;6;;2;1;;31, 39;
2Vf5Q_qlSkNd8x25VZkBE3p3-6Z_RmN7u1Y-Kq9fn4WPY1WBKTdrN1-7Quh42uh5;04.04.2019 19:10;04.04.2019 19:12;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75KtCyzPVQxmbAWbWTQhuqAELio7ASnSFE0MHtdXK5X5PjAptshnNVnKPvlXFFFO;04.04.2019 19:14;04.04.2019 19:14;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
guri3KQ8u_vKtVIu9K_I7tmxEBQUpIaDaBvVZRneywgkV_Yp-kzn4U8UExKtDwag;04.04.2019 19:28;04.04.2019 19:47;04.04.2019 19:47;;1;3;4;3;4;1;2;3;2;3;3;3;4;4;4;3;5;3;3;4;5;3;4;4;4;5;5;4;4;6;6;4;4;3;5;4;4;4;4;1;2;5;4;5;4;5;5;6;4;4;;5;4;4;5;4;3;2;4;5;;5;;2;6;5;5;4;6;;2;1;;5, 31, 39;
8b1XKoE_YfR9g6z2trPrBqa3axES3T90W3_uosqAOA_e6tzqzxAs309qB8NzH8xT;04.04.2019 19:44;04.04.2019 19:44;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sK7ZOGu631C5lEESMhBx-HjUoFRbYWGFZSGDhKj3dA86NlKl4LCnJBsRsE5SfEWT;04.04.2019 20:24;04.04.2019 20:28;;;1;5;;;5;2;;;;;;;;;;;;;;;;;;;;;4;;;4;;;;;;;;;;;3;4;5;4;5;;4;;;;5;;;;;3;3;2;;;;;;;5;;;;;;;;;;
285wSTMUkV-bt90gxAFmcwO5U3PAPR3TVqKoKeLpx9ohtfkVMPIe60ZX_LEw5oL3;04.04.2019 20:26;04.04.2019 21:16;04.04.2019 21:16;;1;2;4;3;5;3;5;1;2;2;1;2;5;4;2;5;3;5;4;4;5;2;1;3;2;4;2;5;5;2;6;4;3;4;3;3;3;5;3;5;2;4;3;2;5;3;3;5;4;5;3;3;2;2;2;5;2;3;2;3;3;4;2;2;5;2;5;2;6;;2;7;;4;
EdG2y_WdP9QVQNtHwnUaoLv8HUYyDGa5zKbp0I_qjKFUrGzh51akMIdyOvk2IqgV;04.04.2019 20:43;04.04.2019 20:45;;;1;;3;;;;1;;;1;;;;;;;;;;;;;;2;;2;1;5;;;;;;;;;5;;;6;;;2;;;6;;;;;;;;;;;5;;;;;5;;3;;4;;5;;;;;;;
4Vtiz-7lgUEJyEH1SoDZgc5cAGLSwJpLRb5KvSkuBxhGkVCNKk_8JjQua10rck_d;04.04.2019 20:45;05.04.2019 09:29;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285wSTMUkV-bt90gxAFmcwO5U3PAPR3TVqKoKeLpx9ohtfkVMPIe60ZX_LEw5oL3;04.04.2019 21:16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8dsM50TlLmrn7ZT4Y6STIUOt2vzZmDQ-vf4Auho_BzGHc-N8Uhi55XWIla-xFGKa;04.04.2019 21:26;04.04.2019 21:26;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2fHiRLEFbqUEPcrg4-tOekFUMwyD4_6BboeZXwZJsSXqk_umZf7pbxstv3JUGjYA;04.04.2019 21:47;04.04.2019 22:10;04.04.2019 22:10;;1;3;3;2;2;1;1;3;2;1;2;1;3;3;2;2;5;1;5;4;5;5;2;2;1;5;3;3;5;4;5;4;5;4;3;5;4;3;4;5;4;5;5;5;4;5;3;5;5;5;5;5;4;3;3;3;4;5;5;4;5;5;4;3;6;5;3;5;6;;2;1;;12, 39;
2fHiRLEFbqUEPcrg4-tOekFUMwyD4_6BboeZXwZJsSXqk_umZf7pbxstv3JUGjYA;04.04.2019 22:11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dbm8KQsfvl13tgMfqsaG8LndzVs6vlA4meZn7IulbsGw3bfEUk4jVFbO9XxF6NjL;04.04.2019 22:16;04.04.2019 22:17;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BTghONMnkN4679reOjbRDsM2hMggP1QwkyVoKA4z8m9S1s_aFuhgkoCOqS731Yb_;04.04.2019 23:08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CRsqlJMIpJspo6fmqDoeE3jQQEu3RN85GKPojED0ZkbU-Xd0ZI5z6ffbMh21RCme;04.04.2019 23:10;04.04.2019 23:13;04.04.2019 23:13;;1;4;4;4;4;3;5;3;4;4;5;4;4;5;5;4;4;5;3;5;5;5;5;5;4;4;3;5;3;4;4;4;5;4;5;4;5;3;4;5;3;4;3;3;4;5;4;4;4;3;5;3;4;3;4;3;3;3;4;4;4;4;4;4;5;4;3;4;6;;2;3;;13, 18;
PdopMmxwcLuEph9lCa86wRKpSHNISEUD-DlX2Ydq_Qc_mfPdPycEgAoip5VY_Kyf;04.04.2019 23:15;04.04.2019 23:27;04.04.2019 23:27;;1;3;3;4;1;1;1;2;2;1;3;3;6;2;4;4;4;3;4;4;5;5;1;4;6;2;5;4;3;4;6;3;3;6;5;6;5;5;5;6;4;4;4;5;2;1;6;4;6;4;5;5;4;4;2;5;6;4;6;6;5;6;3;5;5;5;6;5;6;;2;2;;37;
PdopMmxwcLuEph9lCa86wRKpSHNISEUD-DlX2Ydq_Qc_mfPdPycEgAoip5VY_Kyf;04.04.2019 23:28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NAME?;05.04.2019 01:19;05.04.2019 01:25;05.04.2019 01:25;;1;;;;;;;3;;;;;;2;;;;;;;5;3;1;4;;;;;;;6;;;;4;;2;;2;;;;;;;2;;;;;;;;;;2;2;;;;6;;;6;6;;;;6;;1;7;;32, 33;
YUC5yH8IFZUgmfde0qlom7eCEiFD-cIStqx5UuPTKUgJrFn3Z1dZxYe8MSsCa6oE;05.04.2019 08:19;05.04.2019 08:33;05.04.2019 08:33;;1;5;3;3;2;1;1;1;1;1;1;3;5;3;6;6;5;1;4;2;3;2;4;5;4;2;2;2;5;5;6;4;4;5;4;3;6;3;5;4;1;5;6;5;4;6;5;4;5;4;5;5;4;6;6;6;4;6;6;1;4;6;2;3;5;2;4;5;6;;2;1;;13, 31;
DbBvpnX2U-3s_CCV02i39DLYMAa0W00jszTGuyRYD7zUKzuGclq-zKlZdeWf1ALO;05.04.2019 08:57;05.04.2019 09:08;05.04.2019 09:08;;1;3;2;4;3;1;2;1;2;1;1;2;2;2;3;3;3;;5;4;5;5;1;3;5;4;2;4;4;6;5;4;4;4;3;5;4;5;5;5;5;5;4;5;4;5;5;4;4;4;5;4;3;3;2;4;5;4;4;3;4;4;3;2;6;3;4;5;6;;2;1;;12, 39;
kUxXAkpeJS_ikauCBGPJJ7OUBL4dkpub9cs2K7eFXhxnb2-MIO1opt4Z4-B5VNNI;05.04.2019 09:17;05.04.2019 09:52;;;1;4;;3;;;4;4;4;3;3;;3;;;4;;4;5;2;2;2;3;;5;;;3;5;2;;4;3;4;5;4;;5;4;4;4;2;3;5;4;2;2;2;2;;4;4;3;4;5;3;4;4;;;4;;;2;5;2;4;2;;;;;;;
ljkuEQZPrYnDymZqFGk9UqlWiOjhJMN8f4Dz8GAFPI0r5gXsXA07vexn7VCCtgyR;05.04.2019 09:49;05.04.2019 09:58;05.04.2019 09:58;;1;3;5;;3;1;1;1;2;1;1;2;2;2;4;2;3;;2;2;3;6;;5;;5;4;5;3;4;6;2;5;5;5;6;3;5;5;5;5;6;5;6;;3;5;3;5;4;5;5;6;5;4;3;6;4;5;3;5;6;1;2;6;2;5;6;6;;4;7;;4, 48;
ljkuEQZPrYnDymZqFGk9UqlWiOjhJMN8f4Dz8GAFPI0r5gXsXA07vexn7VCCtgyR;05.04.2019 09:59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76ijB7-x8Oh1fj8kPyStQHItU-2aKFViYAlt21O3JOMNdmdGuKAeL2P_e2tTPjrN;05.04.2019 10:13;05.04.2019 10:37;05.04.2019 10:37;;1;4;4;3;4;4;4;5;3;4;4;3;5;3;5;3;4;4;4;4;3;3;3;5;4;3;4;3;3;5;2;3;4;3;4;5;4;4;4;3;3;3;3;5;3;3;4;3;2;3;3;3;5;4;4;3;3;5;3;4;4;3;5;3;4;4;3;3;6;;2;7;;4, 42;
76ijB7-x8Oh1fj8kPyStQHItU-2aKFViYAlt21O3JOMNdmdGuKAeL2P_e2tTPjrN;05.04.2019 10:37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
z99O8VfGmoBcemu5oUTw4PG2EKyyebR4qeKwxlHlA4RAqwSnGuLxqlusuIQdY5QV;05.04.2019 11:46;05.04.2019 11:59;05.04.2019 11:59;;1;3;3;3;4;2;2;2;2;4;2;3;4;5;4;4;5;4;4;3;4;4;4;4;3;;5;4;3;5;5;4;5;5;4;5;4;5;5;6;5;5;3;4;5;3;4;;5;5;5;5;5;5;3;;4;5;4;2;4;4;5;4;5;4;4;4;6;;2;7;;4, 5;
y3B-406KS9mwDIN4NhULMnprKWzDipheyVX1bfCIPy4da_rI2RTbPc2ZWzgKO6eC;05.04.2019 12:10;05.04.2019 12:32;05.04.2019 12:32;;1;3;2;3;2;3;3;5;3;3;2;3;4;4;4;4;4;3;5;6;6;5;2;4;4;4;4;5;4;5;6;3;5;5;4;4;4;6;5;4;4;5;2;5;2;4;4;5;4;4;5;5;4;5;5;5;5;6;6;3;3;4;2;3;4;4;4;5;6;;2;1;;17;
FC5L6kEzXM538CUSacWptsJAvGZ1LnUa5RGwW48oHY8oWFuwHL6bm17Z0i3Sk6Zd;05.04.2019 12:29;05.04.2019 12:29;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5YwCRtvIP-tjtn1yedpLTSwHY-qPF24DKKxDTcNtQ-ERzYrNgAOfY7YAl9MCOQX1;05.04.2019 12:51;05.04.2019 13:04;05.04.2019 13:04;;1;5;4;4;5;1;1;4;3;2;3;4;6;4;5;3;5;1;4;5;6;4;1;4;5;6;5;5;4;4;6;3;5;5;5;6;6;6;6;4;2;6;4;3;2;2;2;5;5;1;5;6;5;6;3;4;4;1;5;6;5;6;1;2;6;2;4;6;6;;2;7;;13, 17;
5YwCRtvIP-tjtn1yedpLTSwHY-qPF24DKKxDTcNtQ-ERzYrNgAOfY7YAl9MCOQX1;05.04.2019 13:05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
by2JkbncVxyQu_6TRMR_1yEjimTo3_m8re1PJy35CkV17Q8IPMdROzdobICoaFUw;05.04.2019 13:09;05.04.2019 13:19;05.04.2019 13:19;;1;4;1;3;3;1;1;2;2;1;2;1;4;3;2;3;3;2;2;5;6;2;1;3;4;3;3;1;2;5;5;2;5;3;3;4;5;5;5;5;4;6;4;6;6;1;2;3;5;2;4;5;3;4;4;4;5;4;5;3;5;4;2;1;5;4;6;4;6;;2;1;;4, 44;
4iT727f23h9SFMOGuCqgoVI8LAoERq7G9fcM-Cp59pIyjSDzjWmfwBmLiCfmjDEl;05.04.2019 13:10;05.04.2019 13:15;05.04.2019 13:15;;1;4;5;3;2;4;5;2;2;5;3;4;4;4;4;3;2;4;4;4;6;4;1;3;3;4;3;3;3;3;5;5;4;3;3;2;2;3;4;2;4;5;3;4;3;5;3;4;6;3;3;5;5;5;3;3;4;4;3;4;5;3;4;3;4;3;5;3;6;;2;1;;5, 39, 52;Erziehungswissensca
tLwNkhHM95j4AO_6-GULTdwY1052IZ2RAw6I5Xp3ZIwZlMdvoVmmvRF9uPhoIATH;05.04.2019 13:35;05.04.2019 13:54;;;1;4;1;4;;;2;4;;2;1;5;5;3;5;5;5;4;5;5;6;4;;4;3;;;4;4;5;6;3;;;5;5;;4;4;;5;6;;5;5;;6;3;;5;5;5;6;6;5;6;;5;;;4;5;2;2;5;2;4;;;;;;;;
s0o61Qjhbc5nCUJdCtP8w2onVu9usQZSUjTLen12y9vsqCHQ-CtlSVWGV_QvS9J9;05.04.2019 13:42;05.04.2019 14:13;05.04.2019 14:13;;1;;3;4;2;2;1;3;4;3;5;2;5;4;1;3;3;3;3;5;5;2;3;2;3;5;5;5;2;3;1;5;4;3;2;4;2;2;2;1;6;4;5;3;1;5;4;1;1;4;4;3;2;4;4;4;3;4;3;3;1;5;2;3;4;1;5;1;6;;2;3;;4;
uDsRyo5oIeTKqY_J8Vd4GhP7E20rmSdtPxDyqmBn4rT-jM5zE6858KMxPctZYv6z;05.04.2019 14:09;05.04.2019 14:18;05.04.2019 14:18;;1;1;1;2;1;3;1;2;1;1;2;1;1;2;2;1;2;1;4;6;2;2;1;1;3;1;1;6;1;1;4;1;6;5;1;5;5;6;6;6;1;5;5;3;3;1;6;3;2;6;4;6;4;3;4;3;5;5;4;2;4;4;1;1;3;1;5;5;6;;6;1;;12, 44;
UQaDuqGlKtLmX8huvR69lK7w-p3aywJ3S_AYVTAaooRbCqr8iskvWpMbUCsPn8OC;05.04.2019 16:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9I52nDjn-KpC0qRlZpR9TMSBM2st6VqZi80cndiMbJF0tp9buNhzHun56oJ-E6G4;06.04.2019 01:39;06.04.2019 01:48;06.04.2019 01:48;;1;3;3;3;2;5;3;5;1;2;2;2;3;3;3;5;3;2;5;4;5;5;2;2;5;4;2;;4;1;5;2;4;4;4;5;5;6;5;6;5;6;4;5;5;3;5;3;6;5;5;5;6;5;2;5;6;2;6;4;5;2;6;5;4;2;4;4;6;;2;7;;12, 37;
ktKZ8T4ihYwf2cvFTnQB6b3UvUTi3madj6kUKYZlAX11Y38F49DkoesMEIMtcW0g;06.04.2019 22:04;06.04.2019 22:06;;;1;;2;;;;;3;;;;;1;;;;;;1;;4;;1;;4;3;;5;2;;;;;;;;;4;;;;;;5;2;;;;3;;;5;;;;4;;;;;;;;;;;;;;;;;;;
azkLRGFpxRxoWuOvoqVUPBYjodVy4JIM05ckNs0rOYMD0gyIVykfE7TaMwKUSrb_;07.04.2019 11:07;07.04.2019 11:07;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MliDnDfYEbc39AZCNTm-Dpv0icxXOlTPehfGgt_J8alomP1u01gHah6-9_54_86y;07.04.2019 13:41;07.04.2019 13:52;07.04.2019 13:52;;1;2;2;4;3;1;3;4;4;2;2;1;3;3;2;2;4;2;4;4;5;5;2;4;5;4;5;4;2;3;5;4;6;5;5;6;4;3;4;5;4;3;2;4;5;5;5;6;4;5;6;5;3;6;5;4;5;3;4;5;5;5;4;4;6;2;6;6;6;;2;1;;12, 27;
MliDnDfYEbc39AZCNTm-Dpv0icxXOlTPehfGgt_J8alomP1u01gHah6-9_54_86y;07.04.2019 13:53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PhPFmh0Y-XbrUGXxBD2Bnn-tw9_9km6VNAHyw-HpFGMwCuFY2bPmhCwOsxApCZrn;07.04.2019 20:14;07.04.2019 20:31;07.04.2019 20:31;;1;2;3;2;2;2;4;4;3;2;3;2;6;3;4;4;5;2;3;6;5;5;2;3;5;3;6;5;5;5;5;5;5;5;5;5;5;6;5;5;4;5;6;6;6;5;6;5;6;5;5;5;6;4;6;5;4;3;4;6;4;6;5;5;6;3;6;5;6;;2;1;;31, 39;
PhPFmh0Y-XbrUGXxBD2Bnn-tw9_9km6VNAHyw-HpFGMwCuFY2bPmhCwOsxApCZrn;07.04.2019 20:32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QBznE4XbJQivuCSuurPzJASZv_FRqMtYa5YtBP3SkQgrTxDmrOtgBvQ0rfCzY4Ka;07.04.2019 20:47;07.04.2019 21:08;07.04.2019 21:08;;1;3;2;3;3;1;2;4;2;1;1;2;5;2;3;5;5;1;4;3;5;5;2;4;4;5;4;1;4;4;6;4;5;6;6;3;5;4;5;4;5;4;6;6;6;6;5;6;6;5;4;5;5;5;5;5;6;5;5;5;6;6;1;1;6;2;6;5;6;;2;7;;4, 42;
